"","album","title","artist","lyrics"
"208","Master-of-Reality","After Forever","Black Sabbath","Have you ever thought about your soul
Can it be saved?
Or perhaps you think
That when you are dead
You just stay in your grave
Is God just a thought within your head
Or is he a part of you?
Is Christ just a name
That you read in the book
When you were in school?

When you think about death
Do you lose your breath
Or do you keep your cool?
Would you like to see the Pope
On the end of a rope?
Do you think he's a fool?
Well, I have seen the truth
Yes, I've seen the light
And I've changed my ways
And I'll be prepared
When you're lonely and scared
At the end of our days

Could it be you're afraid
Of what your friends might say
If they knew you believe in God above?
They should realise before they criticise
That God is the only way to love
Is your mind so small
That you have to fall
In with the pack wherever they run?
Will you still sneer when death is near
And say that you may as well
Worship the sun?

I think it was true it was people like you
That crucified Christ
I think it is sad the opinion you had
Was the only one voiced
Will you be so sure
When your day is near
Say you don't believe?
You had the chance
But you turned it down
Now you can't retrieve


Perhaps you'll think before you say
""God is dead and gone""
Open your eyes, just realise
That He is the one
The only one who can save you now
From all this sin and hate
Or will you jeer at all you hear?
Yes, I think it's too late"
"209","Master-of-Reality","Embryo","Black Sabbath",""
"210","Master-of-Reality","Children of the Grave","Black Sabbath","Revolution in their minds
The children start to march
Against the world
In which they have to live
And all the hate that's in their hearts
They're tired of being pushed around
And told just what to do
They'll fight the world until they've won
And love comes flowing through
Yeah!

Children of tomorrow live
In the tears that fall today
Will the sunrise of tomorrow
Bring in peace in any way?
Must the world live in the shadow
Of atomic fear?
Can they win the fight for peace
Or will they disappear? Yeah!


So you children of the world
Listen to what I say
If you want a better place to live in
Spread the word today
Show the world that love is still alive
You must be brave
Or you children of today
Are children of the grave, yeah!


Children of the grave
Children of the grave
Children of the grave"
"211","Master-of-Reality","Orchid","Black Sabbath",""
"212","Master-of-Reality","Lord of This World","Black Sabbath","You're searching for your mind, don't know where to start
Can't find the key to fit the lock on your heart
You think you know, but you are never quite sure
Your soul is ill, but you will not find a cure, yeah!

Your world was made for you by someone above
But you choose evil ways instead of love
You made me master of the world where you exist
The soul I took from you was not even missed, yeah!


Lord of this world
Evil possessor
Lord of this world
He's your confessor now

You think you're innocent, you've nothing to fear
You don't know me you say, but isn't it clear?
You turn to me in all your wordly greed and pride
But will you turn to me when it's your turn to die? Yeah!"
"213","Master-of-Reality","Solitude","Black Sabbath","My name it means nothing, my fortune is less
My future is shrouded in dark wilderness
Sunshine is far away, clouds linger on
Everything I possessed, now, they are gone
They are gone, they are gone...

Oh, where can I go to and what can I do?
Nothing can please me, only thoughts are of you
You just laughed when I begged you to stay
I've not stopped crying since you went away
You went away, you went away...

The world is a lonely place, you're on your own
Guess I will go home, sit down and moan
Crying and thinking is all that I do
Memories I have remind me of you
Of you, of you..."
"214","Master-of-Reality","Into the Void","Black Sabbath","Rocket engines burning fuel so fast
Up into the night sky, they blast
Through the universe, the engines whine
Could it be the end of man and time?
Back on Earth, the flame of life burns low
Everywhere is misery and woe
Pollution kills the air, the land and sea
Man prepares to meet his destiny, yeah

Rocket engines burning fuel so fast
Up into the black sky so vast
Burning metal through the atmosphere
Earth remains in worry, hate and fear
With the hateful battles raging on
Rockets flying to the glowing sun
Through the empires of eternal void
Freedom from the final suicide

Freedom fighters sent out to the sun
Escape from brainwashed minds and pollution
Leave the Earth to war and sin and hate
Find another world where freedom waits, yeah

Past the stars in fields of ancient void
Through the shields of darkness, where they find
Love upon a land, a world unknown
Where the sons of freedom make their home
Leave the Earth to Satan and his slaves
Leave them to their future in their grave
Make a home where love is there to stay
Peace and happiness in every day"
"215","Master-of-Reality","Children of the Grave (Alternate )",NA,NA
"216","Master-of-Reality","Weevil Woman '71",NA,NA
"217","Master-of-Reality","Sweet Leaf (Alternate )",NA,NA
"218","Vol-4","Wheels of Confusion","Black Sabbath","Long ago I wandered through my mind
In the land of fairy tales and stories
Lost in happiness I knew no fears
Innocence and love was all I knew
Was it illusion?

Soon the days were passing into years
Happiness just didn't come so easy
Life was more than fairy tales and daydreams
Innocence was just another word
Was it illusion?


Lost in the wheels of confusion
Running through valleys of tears
Eyes full of angry delusion
Hiding in everyday fears

So I found that life is just a game
But you know there's never been a winner
Try your hardest, you'll still be a loser
The world will still be turning when you're gone
Yeah, when you're gone"
"219","Vol-4","Tomorrow’s Dream","Black Sabbath","Well, I'm leaving tomorrow at daybreak
Catch the fastest train around nine
Yes, I'm leaving the sorrow and heartaches
Before it takes me away from my mind

Send me love and I may let you see me
Send me hopes I can fit in my head
But if you really want me to answer
I can only let you know when I'm dead

When sadness fills my days
It's time to turn away
And let tomorrow's dreams
Become reality to me


So realise I'm much better without you
You're not the one and only thing in my heart
I'll just go back to pretending I'm living
So this time I'm gonna have the star part"
"220","Vol-4","Changes","Black Sabbath","I feel unhappy, I feel so sad
I've lost the best friend that I ever had
She was my woman, I loved her so
But it's too late now, I've let her go

I'm going through changes
I'm going through changes

We shared the years, we shared each day
In love, together, we found the way
But soon, the world had its evil way
My heart was blinded, love went astray

I'm going through changes
I'm going through changes

It took so long to realise
And I can still hear her last goodbyes
Now, all my days are filled with tears
Wish I could go back and change these years

I'm going through changes
I'm going through changes"
"221","Vol-4","FX","Black Sabbath",""
"222","Vol-4","Supernaut","Black Sabbath","I wanna reach out and touch the sky
I wanna touch the sun, but I don't need to fly
I'm gonna climb up every mountain of the moon
And find the dish that ran away with the spoon

I've crossed the oceans, turned every bend
I found the plastic and the golden rainbow's end
I've been through magic and through life's reality
I've lived a thousand years, it never bothered me


Got no religion, don't need no friends
Got all I want and I don't need to pretend
Don't try to reach me, 'cause I'll tear up your mind
I've seen the future and I've left it behind"
"223","Vol-4","Snowblind","Black Sabbath","What you get and what you see
Things that don't come easily
Feeling happy in my pain
Icicles within my brain (Cocaine)

Something blowing in my head
Winds of ice that soon will spread
Down to freeze my very soul
Makes me happy, makes me cold

My eyes are blind, but I can see
The snowflakes glisten on the trees
The sun no longer sets me free
I feel the snowflakes freezing me


Let the winter sun shine on
Let me feel the frost of dawn
Build my dreams on flakes of snow
Soon I'll feel the chilling glow

Right
Don't you think I know what I'm doing
Don't tell me that it's doing me wrong
You're the one that's really the loser
This is where I feel I belong
Right

Crystal world with winter flowers
Turn my days to frozen hours
Lying snowblind in the sun
Will my ice age ever come?"
"224","Vol-4","Cornucopia","Black Sabbath","Too much near the truth they say
Keep it till another day
Let them have their little game
Delusion helps to keep them sane

Let them have their little toys
Matchbox cars and mortgaged joys
Exciting in their plastic ways
Frozen food in a concrete maze

You’re gonna go insane
I’m trying to save your brain


All right!
I don’t know what’s happening
My head’s all torn inside
People say I’m heavy
They don’t know what I hide

Take a life, it’s going cheap
Kill someone, no one will weep
Freedom’s yours, just pay your dues
We just want your soul to use

You’re gonna go insane
I’m trying to save your brain"
